127.0.0.1 - - [14/Dec/2023:17:18:23 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:18:26 +0530] "GET /project_3/ HTTP/1.1" 200 711
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:18:31 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 3815
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:18:31 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:18:40 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:19:02 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 3815
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:19:03 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:19:26 +0530] "GET /project_3/LoginCtl HTTP/1.1" 200 7186
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:19:46 +0530] "POST /project_3/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:19:46 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 10010
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:19:46 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:25:21 +0530] "GET /project_3/LoginCtl HTTP/1.1" 200 13382
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:25:23 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:25:29 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 10010
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:25:29 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:33:26 +0530] "GET /project_3/LoginCtl?operation=logout HTTP/1.1" 200 7401
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:46:01 +0530] "POST /project_3/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:46:01 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 10010
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:46:01 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:46:22 +0530] "GET /project_3/ctl/MarksheetListCtl HTTP/1.1" 200 16922
0:0:0:0:0:0:0:1 - - [14/Dec/2023:17:49:59 +0530] "POST /project_3/ctl/MarksheetListCtl HTTP/1.1" 200 13841
